clip,preictal
Dog_2_test_segment_0518.mat,0.376
Dog_2_test_segment_0158.mat,0.164
Dog_2_test_segment_0318.mat,0.086
Dog_2_test_segment_0646.mat,0.141
Dog_2_test_segment_0535.mat,0.339
Dog_2_test_segment_0506.mat,0.084
Dog_2_test_segment_0634.mat,0.091
Dog_2_test_segment_0255.mat,0.057
Dog_2_test_segment_0468.mat,0.118
Dog_2_test_segment_0578.mat,0.115
Dog_2_test_segment_0782.mat,0.126
Dog_2_test_segment_0085.mat,0.039
Dog_2_test_segment_0788.mat,0.413
Dog_2_test_segment_0252.mat,0.118
Dog_2_test_segment_0276.mat,0.378
Dog_2_test_segment_0172.mat,0.335
Dog_2_test_segment_0452.mat,0.052
Dog_2_test_segment_0880.mat,0.083
Dog_2_test_segment_0130.mat,0.236
Dog_2_test_segment_0052.mat,0.183
Dog_2_test_segment_1000.mat,0.069
Dog_2_test_segment_0693.mat,0.297
Dog_2_test_segment_0537.mat,0.091
Dog_2_test_segment_0627.mat,0.145
Dog_2_test_segment_0180.mat,0.135
Dog_2_test_segment_0791.mat,0.196
Dog_2_test_segment_0351.mat,0.004
Dog_2_test_segment_0906.mat,0.123
Dog_2_test_segment_0672.mat,0.265
Dog_2_test_segment_0984.mat,0.485
Dog_2_test_segment_0978.mat,0.037
Dog_2_test_segment_0282.mat,0.113
Dog_2_test_segment_0409.mat,0.124
Dog_2_test_segment_0949.mat,0.159
Dog_2_test_segment_0993.mat,0.007
Dog_2_test_segment_0203.mat,0.111
Dog_2_test_segment_0521.mat,0.236
Dog_2_test_segment_0044.mat,0.242
Dog_2_test_segment_0481.mat,0.09
Dog_2_test_segment_0430.mat,0.357
Dog_2_test_segment_0487.mat,0.189
Dog_2_test_segment_0333.mat,0.089
Dog_2_test_segment_0983.mat,0.245
Dog_2_test_segment_0740.mat,0.261
Dog_2_test_segment_0238.mat,0.086
Dog_2_test_segment_0703.mat,0.048
Dog_2_test_segment_0148.mat,0.147
Dog_2_test_segment_0100.mat,0.061
Dog_2_test_segment_0087.mat,0.186
Dog_2_test_segment_0065.mat,0.41
Dog_2_test_segment_0884.mat,0.462
Dog_2_test_segment_0913.mat,0.108
Dog_2_test_segment_0441.mat,0.479
Dog_2_test_segment_0655.mat,0.248
Dog_2_test_segment_0507.mat,0.241
Dog_2_test_segment_0486.mat,0.307
Dog_2_test_segment_0144.mat,0.209
Dog_2_test_segment_0426.mat,0.104
Dog_2_test_segment_0757.mat,0.388
Dog_2_test_segment_0858.mat,0.408
Dog_2_test_segment_0888.mat,0.19
Dog_2_test_segment_0091.mat,0.002
Dog_2_test_segment_0662.mat,0.044
Dog_2_test_segment_0563.mat,0.193
Dog_2_test_segment_0783.mat,0.003
Dog_2_test_segment_0264.mat,0.402
Dog_2_test_segment_0243.mat,0.008
Dog_2_test_segment_0435.mat,0.016
Dog_2_test_segment_0781.mat,0.009
Dog_2_test_segment_0603.mat,0.099
Dog_2_test_segment_0040.mat,0.146
Dog_2_test_segment_0812.mat,0.14
Dog_2_test_segment_0554.mat,0.202
Dog_2_test_segment_0629.mat,0.123
Dog_2_test_segment_0814.mat,0.134
Dog_2_test_segment_0157.mat,0.479
Dog_2_test_segment_0168.mat,0.003
Dog_2_test_segment_0930.mat,0.781
Dog_2_test_segment_0399.mat,0.051
Dog_2_test_segment_0881.mat,0.126
Dog_2_test_segment_0912.mat,0.275
Dog_2_test_segment_0729.mat,0.087
Dog_2_test_segment_0626.mat,0.354
Dog_2_test_segment_0357.mat,0.109
Dog_2_test_segment_0368.mat,0.356
Dog_2_test_segment_0369.mat,0.152
Dog_2_test_segment_0244.mat,0.106
Dog_2_test_segment_0211.mat,0.117
Dog_2_test_segment_0436.mat,0.357
Dog_2_test_segment_0630.mat,0.367
Dog_2_test_segment_0604.mat,0.45
Dog_2_test_segment_0062.mat,0.18
Dog_2_test_segment_0352.mat,0.077
Dog_2_test_segment_0904.mat,0.235
Dog_2_test_segment_0567.mat,0.124
Dog_2_test_segment_0741.mat,0.551
Dog_2_test_segment_0525.mat,0.221
Dog_2_test_segment_0380.mat,0.263
Dog_2_test_segment_0423.mat,0.583
Dog_2_test_segment_0664.mat,0.328
Dog_2_test_segment_0744.mat,0.195
Dog_2_test_segment_0483.mat,0.421
Dog_2_test_segment_0717.mat,0.365
Dog_2_test_segment_0994.mat,0.394
Dog_2_test_segment_0149.mat,0.001
Dog_2_test_segment_0562.mat,0.073
Dog_2_test_segment_0582.mat,0.252
Dog_2_test_segment_0395.mat,0.089
Dog_2_test_segment_0577.mat,0.166
Dog_2_test_segment_0071.mat,0.013
Dog_2_test_segment_0122.mat,0.293
Dog_2_test_segment_0133.mat,0.08
Dog_2_test_segment_0815.mat,0.256
Dog_2_test_segment_0905.mat,0.061
Dog_2_test_segment_0731.mat,0.309
Dog_2_test_segment_0709.mat,0.278
Dog_2_test_segment_0548.mat,0.049
Dog_2_test_segment_0590.mat,0.428
Dog_2_test_segment_0011.mat,0.385
Dog_2_test_segment_0371.mat,0.118
Dog_2_test_segment_0688.mat,0.516
Dog_2_test_segment_0833.mat,0.393
Dog_2_test_segment_0541.mat,0.213
Dog_2_test_segment_0237.mat,0.464
Dog_2_test_segment_0871.mat,0.004
Dog_2_test_segment_0701.mat,0.083
Dog_2_test_segment_0794.mat,0.331
Dog_2_test_segment_0553.mat,0.341
Dog_2_test_segment_0228.mat,0.269
Dog_2_test_segment_0861.mat,0.012
Dog_2_test_segment_0608.mat,0.376
Dog_2_test_segment_0736.mat,0.155
Dog_2_test_segment_0807.mat,0.128
Dog_2_test_segment_0651.mat,0.169
Dog_2_test_segment_0266.mat,0.011
Dog_2_test_segment_0778.mat,0.145
Dog_2_test_segment_0425.mat,0.292
Dog_2_test_segment_0569.mat,0.165
Dog_2_test_segment_0028.mat,0.282
Dog_2_test_segment_0470.mat,0.04
Dog_2_test_segment_0381.mat,0.068
Dog_2_test_segment_0398.mat,0.498
Dog_2_test_segment_0908.mat,0.095
Dog_2_test_segment_0075.mat,0.232
Dog_2_test_segment_0219.mat,0.155
Dog_2_test_segment_0747.mat,0.066
Dog_2_test_segment_0830.mat,0.563
Dog_2_test_segment_0879.mat,0.202
Dog_2_test_segment_0001.mat,0.289
Dog_2_test_segment_0612.mat,0.427
Dog_2_test_segment_0936.mat,0.338
Dog_2_test_segment_0147.mat,0.1
Dog_2_test_segment_0112.mat,0.228
Dog_2_test_segment_0215.mat,0.168
Dog_2_test_segment_0916.mat,0.049
Dog_2_test_segment_0944.mat,0.419
Dog_2_test_segment_0293.mat,0.114
Dog_2_test_segment_0084.mat,0.128
Dog_2_test_segment_0132.mat,0.129
Dog_2_test_segment_0558.mat,0.137
Dog_2_test_segment_0962.mat,0.203
Dog_2_test_segment_0456.mat,0.018
Dog_2_test_segment_0623.mat,0.027
Dog_2_test_segment_0605.mat,0.406
Dog_2_test_segment_0300.mat,0.004
Dog_2_test_segment_0842.mat,0.094
Dog_2_test_segment_0564.mat,0.012
Dog_2_test_segment_0889.mat,0.071
Dog_2_test_segment_0277.mat,0.308
Dog_2_test_segment_0329.mat,0.46
Dog_2_test_segment_0684.mat,0.124
Dog_2_test_segment_0403.mat,0.151
Dog_2_test_segment_0290.mat,0.437
Dog_2_test_segment_0405.mat,0.177
Dog_2_test_segment_0692.mat,0.33
Dog_2_test_segment_0169.mat,0.065
Dog_2_test_segment_0335.mat,0.079
Dog_2_test_segment_0291.mat,0.048
Dog_2_test_segment_0645.mat,0.09
Dog_2_test_segment_0205.mat,0.102
Dog_2_test_segment_0690.mat,0.09
Dog_2_test_segment_0073.mat,0.131
Dog_2_test_segment_0411.mat,0.144
Dog_2_test_segment_0069.mat,0.326
Dog_2_test_segment_0510.mat,0.39
Dog_2_test_segment_0096.mat,0.322
Dog_2_test_segment_0058.mat,0.206
Dog_2_test_segment_0547.mat,0.099
Dog_2_test_segment_0911.mat,0.313
Dog_2_test_segment_0446.mat,0.299
Dog_2_test_segment_0887.mat,0.249
Dog_2_test_segment_0163.mat,0.102
Dog_2_test_segment_0108.mat,0.052
Dog_2_test_segment_0476.mat,0.288
Dog_2_test_segment_0755.mat,0.245
Dog_2_test_segment_0080.mat,0.042
Dog_2_test_segment_0706.mat,0.161
Dog_2_test_segment_0763.mat,0.005
Dog_2_test_segment_0235.mat,0.048
Dog_2_test_segment_0927.mat,0.277
Dog_2_test_segment_0327.mat,0.448
Dog_2_test_segment_0467.mat,0.183
Dog_2_test_segment_0250.mat,0.11
Dog_2_test_segment_0968.mat,0.446
Dog_2_test_segment_0336.mat,0.235
Dog_2_test_segment_0687.mat,0.215
Dog_2_test_segment_0233.mat,0.115
Dog_2_test_segment_0552.mat,0.166
Dog_2_test_segment_0265.mat,0.086
Dog_2_test_segment_0671.mat,0.167
Dog_2_test_segment_0728.mat,0.313
Dog_2_test_segment_0242.mat,0.106
Dog_2_test_segment_0192.mat,0.211
Dog_2_test_segment_0364.mat,0.188
Dog_2_test_segment_0829.mat,0.049
Dog_2_test_segment_0572.mat,0.206
Dog_2_test_segment_0151.mat,0.094
Dog_2_test_segment_0484.mat,0.524
Dog_2_test_segment_0862.mat,0.061
Dog_2_test_segment_0407.mat,0.113
Dog_2_test_segment_0631.mat,0.251
Dog_2_test_segment_0545.mat,0.009
Dog_2_test_segment_0523.mat,0.213
Dog_2_test_segment_0676.mat,0.669
Dog_2_test_segment_0420.mat,0.188
Dog_2_test_segment_0963.mat,0.203
Dog_2_test_segment_0543.mat,0.239
Dog_2_test_segment_0828.mat,0.052
Dog_2_test_segment_0873.mat,0.305
Dog_2_test_segment_0568.mat,0.303
Dog_2_test_segment_0638.mat,0.573
Dog_2_test_segment_0748.mat,0.118
Dog_2_test_segment_0317.mat,0.196
Dog_2_test_segment_0864.mat,0.003
Dog_2_test_segment_0077.mat,0.657
Dog_2_test_segment_0853.mat,0.002
Dog_2_test_segment_0301.mat,0.249
Dog_2_test_segment_0934.mat,0.391
Dog_2_test_segment_0229.mat,0.218
Dog_2_test_segment_0767.mat,0.101
Dog_2_test_segment_0128.mat,0.071
Dog_2_test_segment_0316.mat,0.195
Dog_2_test_segment_0865.mat,0.037
Dog_2_test_segment_0026.mat,0.53
Dog_2_test_segment_0267.mat,0.24
Dog_2_test_segment_0644.mat,0.108
Dog_2_test_segment_0256.mat,0.097
Dog_2_test_segment_0743.mat,0.339
Dog_2_test_segment_0494.mat,0.322
Dog_2_test_segment_0640.mat,0.004
Dog_2_test_segment_0670.mat,0.204
Dog_2_test_segment_0016.mat,0.148
Dog_2_test_segment_0106.mat,0.501
Dog_2_test_segment_0607.mat,0.038
Dog_2_test_segment_0909.mat,0.271
Dog_2_test_segment_0849.mat,0.281
Dog_2_test_segment_0469.mat,0.095
Dog_2_test_segment_0299.mat,0.072
Dog_2_test_segment_0047.mat,0.141
Dog_2_test_segment_0620.mat,0.245
Dog_2_test_segment_0361.mat,0.422
Dog_2_test_segment_0610.mat,0.2
Dog_2_test_segment_0213.mat,0.012
Dog_2_test_segment_0680.mat,0.244
Dog_2_test_segment_0872.mat,0.086
Dog_2_test_segment_0591.mat,0.117
Dog_2_test_segment_0121.mat,0.178
Dog_2_test_segment_0677.mat,0.105
Dog_2_test_segment_0415.mat,0.377
Dog_2_test_segment_0307.mat,0.024
Dog_2_test_segment_0139.mat,0.407
Dog_2_test_segment_0964.mat,0.251
Dog_2_test_segment_0268.mat,0.043
Dog_2_test_segment_0007.mat,0.275
Dog_2_test_segment_0598.mat,0.446
Dog_2_test_segment_0587.mat,0.397
Dog_2_test_segment_0770.mat,0.545
Dog_2_test_segment_0209.mat,0.198
Dog_2_test_segment_0098.mat,0.031
Dog_2_test_segment_0416.mat,0.271
Dog_2_test_segment_0185.mat,0.039
Dog_2_test_segment_0700.mat,0.046
Dog_2_test_segment_0891.mat,0.33
Dog_2_test_segment_0442.mat,0.44
Dog_2_test_segment_0773.mat,0.314
Dog_2_test_segment_0596.mat,0.382
Dog_2_test_segment_0797.mat,0.041
Dog_2_test_segment_0851.mat,0.079
Dog_2_test_segment_0995.mat,0.039
Dog_2_test_segment_0431.mat,0.228
Dog_2_test_segment_0650.mat,0.261
Dog_2_test_segment_0078.mat,0.055
Dog_2_test_segment_0894.mat,0.116
Dog_2_test_segment_0271.mat,0.169
Dog_2_test_segment_0123.mat,0.381
Dog_2_test_segment_0200.mat,0.056
Dog_2_test_segment_0528.mat,0.035
Dog_2_test_segment_0860.mat,0.201
Dog_2_test_segment_0769.mat,0.265
Dog_2_test_segment_0786.mat,0.177
Dog_2_test_segment_0777.mat,0.213
Dog_2_test_segment_0034.mat,0.049
Dog_2_test_segment_0595.mat,0.104
Dog_2_test_segment_0649.mat,0.101
Dog_2_test_segment_0834.mat,0.484
Dog_2_test_segment_0901.mat,0.272
Dog_2_test_segment_0419.mat,0.108
Dog_2_test_segment_0606.mat,0.179
Dog_2_test_segment_0060.mat,0.279
Dog_2_test_segment_0565.mat,0.002
Dog_2_test_segment_0803.mat,0.051
Dog_2_test_segment_0343.mat,0.246
Dog_2_test_segment_0260.mat,0.052
Dog_2_test_segment_0400.mat,0.188
Dog_2_test_segment_0678.mat,0.108
Dog_2_test_segment_0160.mat,0.004
Dog_2_test_segment_0947.mat,0.363
Dog_2_test_segment_0035.mat,0.095
Dog_2_test_segment_0024.mat,0.367
Dog_2_test_segment_0826.mat,0.1
Dog_2_test_segment_0009.mat,0.174
Dog_2_test_segment_0146.mat,0.367
Dog_2_test_segment_0982.mat,0.245
Dog_2_test_segment_0315.mat,0.393
Dog_2_test_segment_0961.mat,0.136
Dog_2_test_segment_0691.mat,0.269
Dog_2_test_segment_0739.mat,0.089
Dog_2_test_segment_0037.mat,0.3
Dog_2_test_segment_0057.mat,0.469
Dog_2_test_segment_0902.mat,0.057
Dog_2_test_segment_0111.mat,0.165
Dog_2_test_segment_0072.mat,0.102
Dog_2_test_segment_0216.mat,0.115
Dog_2_test_segment_0970.mat,0.519
Dog_2_test_segment_0439.mat,0.105
Dog_2_test_segment_0479.mat,0.162
Dog_2_test_segment_0212.mat,0.193
Dog_2_test_segment_0656.mat,0.272
Dog_2_test_segment_0410.mat,0.109
Dog_2_test_segment_0401.mat,0.193
Dog_2_test_segment_0618.mat,0.084
Dog_2_test_segment_0438.mat,0.178
Dog_2_test_segment_0444.mat,0.025
Dog_2_test_segment_0288.mat,0.168
Dog_2_test_segment_0066.mat,0.18
Dog_2_test_segment_0055.mat,0.043
Dog_2_test_segment_0929.mat,0.112
Dog_2_test_segment_0089.mat,0.043
Dog_2_test_segment_0195.mat,0.178
Dog_2_test_segment_0921.mat,0.475
Dog_2_test_segment_0048.mat,0.398
Dog_2_test_segment_0632.mat,0.222
Dog_2_test_segment_0509.mat,0.565
Dog_2_test_segment_0187.mat,0.344
Dog_2_test_segment_0061.mat,0.149
Dog_2_test_segment_0081.mat,0.296
Dog_2_test_segment_0453.mat,0.103
Dog_2_test_segment_0914.mat,0.357
Dog_2_test_segment_0107.mat,0.24
Dog_2_test_segment_0421.mat,0.594
Dog_2_test_segment_0286.mat,0.223
Dog_2_test_segment_0370.mat,0.164
Dog_2_test_segment_0029.mat,0.192
Dog_2_test_segment_0408.mat,0.182
Dog_2_test_segment_0935.mat,0.175
Dog_2_test_segment_0515.mat,0.132
Dog_2_test_segment_0378.mat,0.096
Dog_2_test_segment_0819.mat,0.083
Dog_2_test_segment_0844.mat,0.009
Dog_2_test_segment_0217.mat,0.038
Dog_2_test_segment_0093.mat,0.029
Dog_2_test_segment_0513.mat,0.302
Dog_2_test_segment_0742.mat,0.329
Dog_2_test_segment_0526.mat,0.138
Dog_2_test_segment_0261.mat,0.252
Dog_2_test_segment_0292.mat,0.271
Dog_2_test_segment_0980.mat,0.274
Dog_2_test_segment_0796.mat,0.605
Dog_2_test_segment_0899.mat,0.348
Dog_2_test_segment_0076.mat,0.072
Dog_2_test_segment_0512.mat,0.082
Dog_2_test_segment_0176.mat,0.028
Dog_2_test_segment_0940.mat,0.188
Dog_2_test_segment_0008.mat,0.373
Dog_2_test_segment_0120.mat,0.097
Dog_2_test_segment_0232.mat,0.172
Dog_2_test_segment_0641.mat,0.189
Dog_2_test_segment_0854.mat,0.209
Dog_2_test_segment_0939.mat,0.291
Dog_2_test_segment_0045.mat,0.171
Dog_2_test_segment_0863.mat,0.305
Dog_2_test_segment_0800.mat,0.227
Dog_2_test_segment_0126.mat,0.031
Dog_2_test_segment_0520.mat,0.277
Dog_2_test_segment_0354.mat,0.188
Dog_2_test_segment_0589.mat,0.411
Dog_2_test_segment_0660.mat,0.003
Dog_2_test_segment_0068.mat,0.126
Dog_2_test_segment_0294.mat,0.409
Dog_2_test_segment_0503.mat,0.197
Dog_2_test_segment_0697.mat,0.213
Dog_2_test_segment_0221.mat,0.181
Dog_2_test_segment_0036.mat,0.019
Dog_2_test_segment_0699.mat,0.321
Dog_2_test_segment_0571.mat,0.103
Dog_2_test_segment_0555.mat,0.001
Dog_2_test_segment_0472.mat,0.236
Dog_2_test_segment_0682.mat,0.498
Dog_2_test_segment_0170.mat,0.114
Dog_2_test_segment_0234.mat,0.11
Dog_2_test_segment_0977.mat,0.181
Dog_2_test_segment_0116.mat,0.058
Dog_2_test_segment_0167.mat,0.266
Dog_2_test_segment_0254.mat,0.156
Dog_2_test_segment_0109.mat,0.167
Dog_2_test_segment_0334.mat,0.174
Dog_2_test_segment_0156.mat,0.426
Dog_2_test_segment_0957.mat,0.312
Dog_2_test_segment_0287.mat,0.19
Dog_2_test_segment_0053.mat,0.284
Dog_2_test_segment_0285.mat,0.295
Dog_2_test_segment_0825.mat,0.108
Dog_2_test_segment_0784.mat,0.31
Dog_2_test_segment_0811.mat,0.307
Dog_2_test_segment_0295.mat,0.284
Dog_2_test_segment_0339.mat,0.031
Dog_2_test_segment_0882.mat,0.239
Dog_2_test_segment_0397.mat,0.425
Dog_2_test_segment_0095.mat,0.078
Dog_2_test_segment_0314.mat,0.121
Dog_2_test_segment_0161.mat,0.257
Dog_2_test_segment_0926.mat,0.151
Dog_2_test_segment_0725.mat,0.072
Dog_2_test_segment_0206.mat,0.285
Dog_2_test_segment_0932.mat,0.332
Dog_2_test_segment_0227.mat,0.157
Dog_2_test_segment_0827.mat,0.406
Dog_2_test_segment_0102.mat,0.031
Dog_2_test_segment_0004.mat,0.126
Dog_2_test_segment_0480.mat,0.064
Dog_2_test_segment_0992.mat,0.256
Dog_2_test_segment_0340.mat,0.062
Dog_2_test_segment_0924.mat,0.183
Dog_2_test_segment_0448.mat,0.195
Dog_2_test_segment_0358.mat,0.212
Dog_2_test_segment_0298.mat,0.205
Dog_2_test_segment_0838.mat,0.606
Dog_2_test_segment_0101.mat,0.235
Dog_2_test_segment_0892.mat,0.298
Dog_2_test_segment_0347.mat,0.437
Dog_2_test_segment_0712.mat,0.279
Dog_2_test_segment_0876.mat,0.011
Dog_2_test_segment_0236.mat,0.336
Dog_2_test_segment_0455.mat,0.418
Dog_2_test_segment_0379.mat,0.182
Dog_2_test_segment_0683.mat,0.07
Dog_2_test_segment_0355.mat,0.023
Dog_2_test_segment_0721.mat,0.004
Dog_2_test_segment_0732.mat,0.173
Dog_2_test_segment_0038.mat,0.29
Dog_2_test_segment_0938.mat,0.405
Dog_2_test_segment_0532.mat,0.362
Dog_2_test_segment_0082.mat,0.631
Dog_2_test_segment_0836.mat,0.222
Dog_2_test_segment_0991.mat,0.122
Dog_2_test_segment_0727.mat,0.204
Dog_2_test_segment_0309.mat,0.001
Dog_2_test_segment_0971.mat,0.096
Dog_2_test_segment_0500.mat,0.257
Dog_2_test_segment_0816.mat,0.101
Dog_2_test_segment_0966.mat,0.096
Dog_2_test_segment_0718.mat,0.454
Dog_2_test_segment_0375.mat,0.323
Dog_2_test_segment_0272.mat,0.291
Dog_2_test_segment_0883.mat,0.005
Dog_2_test_segment_0153.mat,0.036
Dog_2_test_segment_0734.mat,0.135
Dog_2_test_segment_0524.mat,0.193
Dog_2_test_segment_0138.mat,0.289
Dog_2_test_segment_0820.mat,0.445
Dog_2_test_segment_0341.mat,0.04
Dog_2_test_segment_0362.mat,0.346
Dog_2_test_segment_0417.mat,0.317
Dog_2_test_segment_0039.mat,0.117
Dog_2_test_segment_0231.mat,0.229
Dog_2_test_segment_0030.mat,0.261
Dog_2_test_segment_0474.mat,0.267
Dog_2_test_segment_0207.mat,0.332
Dog_2_test_segment_0746.mat,0.425
Dog_2_test_segment_0695.mat,0.061
Dog_2_test_segment_0328.mat,0.103
Dog_2_test_segment_0560.mat,0.342
Dog_2_test_segment_0014.mat,0.083
Dog_2_test_segment_0793.mat,0.107
Dog_2_test_segment_0432.mat,0.102
Dog_2_test_segment_0611.mat,0.01
Dog_2_test_segment_0387.mat,0.151
Dog_2_test_segment_0346.mat,0.291
Dog_2_test_segment_0197.mat,0.074
Dog_2_test_segment_0928.mat,0.127
Dog_2_test_segment_0019.mat,0.305
Dog_2_test_segment_0813.mat,0.361
Dog_2_test_segment_0389.mat,0.003
Dog_2_test_segment_0418.mat,0.173
Dog_2_test_segment_0990.mat,0.295
Dog_2_test_segment_0840.mat,0.317
Dog_2_test_segment_0685.mat,0.138
Dog_2_test_segment_0580.mat,0.359
Dog_2_test_segment_0064.mat,0.205
Dog_2_test_segment_0342.mat,0.144
Dog_2_test_segment_0495.mat,0.185
Dog_2_test_segment_0621.mat,0.37
Dog_2_test_segment_0516.mat,0.505
Dog_2_test_segment_0457.mat,0.121
Dog_2_test_segment_0384.mat,0.152
Dog_2_test_segment_0666.mat,0.164
Dog_2_test_segment_0937.mat,0.276
Dog_2_test_segment_0022.mat,0.072
Dog_2_test_segment_0715.mat,0.11
Dog_2_test_segment_0508.mat,0.62
Dog_2_test_segment_0475.mat,0.191
Dog_2_test_segment_0574.mat,0.226
Dog_2_test_segment_0330.mat,0.128
Dog_2_test_segment_0799.mat,0.08
Dog_2_test_segment_0461.mat,0.069
Dog_2_test_segment_0919.mat,0.117
Dog_2_test_segment_0031.mat,0.133
Dog_2_test_segment_0344.mat,0.352
Dog_2_test_segment_0140.mat,0.097
Dog_2_test_segment_0704.mat,0.144
Dog_2_test_segment_0501.mat,0.173
Dog_2_test_segment_0451.mat,0.124
Dog_2_test_segment_0324.mat,0.268
Dog_2_test_segment_0118.mat,0.246
Dog_2_test_segment_0182.mat,0.363
Dog_2_test_segment_0754.mat,0.164
Dog_2_test_segment_0987.mat,0.017
Dog_2_test_segment_0925.mat,0.088
Dog_2_test_segment_0538.mat,0.227
Dog_2_test_segment_0226.mat,0.592
Dog_2_test_segment_0043.mat,0.389
Dog_2_test_segment_0998.mat,0.281
Dog_2_test_segment_0959.mat,0.266
Dog_2_test_segment_0257.mat,0.252
Dog_2_test_segment_0190.mat,0.196
Dog_2_test_segment_0142.mat,0.443
Dog_2_test_segment_0874.mat,0.002
Dog_2_test_segment_0054.mat,0.321
Dog_2_test_segment_0546.mat,0.248
Dog_2_test_segment_0097.mat,0.021
Dog_2_test_segment_0945.mat,0.276
Dog_2_test_segment_0482.mat,0.519
Dog_2_test_segment_0023.mat,0.177
Dog_2_test_segment_0127.mat,0.325
Dog_2_test_segment_0771.mat,0.134
Dog_2_test_segment_0188.mat,0.276
Dog_2_test_segment_0950.mat,0.326
Dog_2_test_segment_0178.mat,0.084
Dog_2_test_segment_0551.mat,0.175
Dog_2_test_segment_0056.mat,0.008
Dog_2_test_segment_0204.mat,0.331
Dog_2_test_segment_0866.mat,0.416
Dog_2_test_segment_0269.mat,0.357
Dog_2_test_segment_0063.mat,0.176
Dog_2_test_segment_0251.mat,0.263
Dog_2_test_segment_0713.mat,0.012
Dog_2_test_segment_0152.mat,0.114
Dog_2_test_segment_0869.mat,0.073
Dog_2_test_segment_0046.mat,0.217
Dog_2_test_segment_0246.mat,0.353
Dog_2_test_segment_0804.mat,0.248
Dog_2_test_segment_0856.mat,0.218
Dog_2_test_segment_0824.mat,0.14
Dog_2_test_segment_0958.mat,0.238
Dog_2_test_segment_0433.mat,0.163
Dog_2_test_segment_0099.mat,0.002
Dog_2_test_segment_0210.mat,0.71
Dog_2_test_segment_0635.mat,0.18
Dog_2_test_segment_0376.mat,0.393
Dog_2_test_segment_0332.mat,0.056
Dog_2_test_segment_0349.mat,0.274
Dog_2_test_segment_0628.mat,0.047
Dog_2_test_segment_0986.mat,0.273
Dog_2_test_segment_0463.mat,0.154
Dog_2_test_segment_0429.mat,0.386
Dog_2_test_segment_0223.mat,0.154
Dog_2_test_segment_0868.mat,0.39
Dog_2_test_segment_0877.mat,0.431
Dog_2_test_segment_0534.mat,0.053
Dog_2_test_segment_0414.mat,0.127
Dog_2_test_segment_0839.mat,0.157
Dog_2_test_segment_0020.mat,0.143
Dog_2_test_segment_0356.mat,0.038
Dog_2_test_segment_0312.mat,0.447
Dog_2_test_segment_0801.mat,0.027
Dog_2_test_segment_0931.mat,0.088
Dog_2_test_segment_0952.mat,0.08
Dog_2_test_segment_0194.mat,0.177
Dog_2_test_segment_0275.mat,0.377
Dog_2_test_segment_0561.mat,0.103
Dog_2_test_segment_0673.mat,0.112
Dog_2_test_segment_0967.mat,0.105
Dog_2_test_segment_0353.mat,0.299
Dog_2_test_segment_0141.mat,0.161
Dog_2_test_segment_0810.mat,0.128
Dog_2_test_segment_0460.mat,0.068
Dog_2_test_segment_0835.mat,0.145
Dog_2_test_segment_0886.mat,0.245
Dog_2_test_segment_0196.mat,0.005
Dog_2_test_segment_0006.mat,0.216
Dog_2_test_segment_0131.mat,0.189
Dog_2_test_segment_0050.mat,0.328
Dog_2_test_segment_0776.mat,0.557
Dog_2_test_segment_0094.mat,0.023
Dog_2_test_segment_0594.mat,0.165
Dog_2_test_segment_0702.mat,0.239
Dog_2_test_segment_0465.mat,0.086
Dog_2_test_segment_0674.mat,0.333
Dog_2_test_segment_0848.mat,0.109
Dog_2_test_segment_0557.mat,0.389
Dog_2_test_segment_0280.mat,0.219
Dog_2_test_segment_0519.mat,0.016
Dog_2_test_segment_0263.mat,0.395
Dog_2_test_segment_0653.mat,0.148
Dog_2_test_segment_0989.mat,0.107
Dog_2_test_segment_0396.mat,0.329
Dog_2_test_segment_0320.mat,0.135
Dog_2_test_segment_0310.mat,0.123
Dog_2_test_segment_0117.mat,0.282
Dog_2_test_segment_0145.mat,0.502
Dog_2_test_segment_0765.mat,0.395
Dog_2_test_segment_0498.mat,0.059
Dog_2_test_segment_0331.mat,0.058
Dog_2_test_segment_0490.mat,0.4
Dog_2_test_segment_0997.mat,0.02
Dog_2_test_segment_0724.mat,0.178
Dog_2_test_segment_0088.mat,0.04
Dog_2_test_segment_0708.mat,0.17
Dog_2_test_segment_0191.mat,0.15
Dog_2_test_segment_0907.mat,0.146
Dog_2_test_segment_0359.mat,0.357
Dog_2_test_segment_0092.mat,0.034
Dog_2_test_segment_0372.mat,0.256
Dog_2_test_segment_0870.mat,0.216
Dog_2_test_segment_0013.mat,0.007
Dog_2_test_segment_0283.mat,0.197
Dog_2_test_segment_0716.mat,0.208
Dog_2_test_segment_0657.mat,0.028
Dog_2_test_segment_0581.mat,0.206
Dog_2_test_segment_0768.mat,0.135
Dog_2_test_segment_0129.mat,0.15
Dog_2_test_segment_0033.mat,0.092
Dog_2_test_segment_0667.mat,0.05
Dog_2_test_segment_0174.mat,0.141
Dog_2_test_segment_0675.mat,0.706
Dog_2_test_segment_0897.mat,0.01
Dog_2_test_segment_0391.mat,0.054
Dog_2_test_segment_0517.mat,0.108
Dog_2_test_segment_0198.mat,0.318
Dog_2_test_segment_0135.mat,0.15
Dog_2_test_segment_0531.mat,0.144
Dog_2_test_segment_0245.mat,0.108
Dog_2_test_segment_0996.mat,0.077
Dog_2_test_segment_0445.mat,0.085
Dog_2_test_segment_0592.mat,0.083
Dog_2_test_segment_0154.mat,0.009
